1,Site,Bearing,Point,Litter Cover,Litter Depth OG,Litter Depth,Undergrowth,Growth >2m,Canopy Cover,Notes,Recorder
1600,GI-US-05,South,10,100,32,27,,18.4,50,,
1601,GI-US-05,South,5,80,52,47,,5.6,70,Base of tree,
1602,GI-US-05,West,50,100,35,30,1,4.1,60,,
1603,GI-US-05,West,45,100,24,19,"2, 3",0.8,80,,
1604,GI-US-05,West,40,100,45,40,,1.8,70,,
1605,GI-US-05,West,35,100,33,28,,11.5,60,,
1606,GI-US-05,West,30,100,25,20,"6, 8",12.8,50,,
1607,GI-US-05,West,25,40,15,10,200,6.7,50,,
1608,GI-US-05,West,20,100,63,58,110,0.7,70,,
1609,GI-US-05,West,15,100,44,39,144,0.2,70,,
1610,GI-US-05,West,10,100,40,35,,20.2,40,,
1611,GI-US-05,West,5,100,25,20,4,6.8,50,,
1612,MN-BR-01,Northeast,50,80,24,19,,12.8,70,,
1613,MN-BR-01,Northeast,45,90,24,19,,10.5,80,,
1614,MN-BR-01,Northeast,40,100,23,18,,12.3,60,,
1615,MN-BR-01,Northeast,35,100,13,8,"21, 32, 39",13.5,70,,
1616,MN-BR-01,Northeast,30,100,27,22,4,12.7,60,,
1617,MN-BR-01,Northeast,25,100,27,22,7,11,80,,
1618,MN-BR-01,Northeast,20,100,26,21,,12,40,,
1619,MN-BR-01,Northeast,15,100,17,12,"10, 14",8.6,80,,
1620,MN-BR-01,Northeast,10,80,24,19,,9,90,,
1621,MN-BR-01,Northeast,5,90,16,11,"15, 26, 34",14.5,80,,
1622,MN-BR-01,Southeast,50,90,32,27,,2.9,90,,
1623,MN-BR-01,Southeast,45,100,25,20,,3.7,60,,
1624,MN-BR-01,Southeast,40,100,19,14,,4.5,70,,
1625,MN-BR-01,Southeast,35,90,33,28,"4, 24, 32, 35, 36, 58",15.8,40,,
1626,MN-BR-01,Southeast,30,60,37,32,"6, 26, 24",13.9,20,,
1627,MN-BR-01,Southeast,25,80,33,28,,17.3,60,,
1628,MN-BR-01,Southeast,20,90,24,19,198,14.1,70,,
1629,MN-BR-01,Southeast,15,100,18,13,"1, 6, 21",1.6,80,,
1630,MN-BR-01,Southeast,10,100,34,29,5,11.2,90,,
1631,MN-BR-01,Southeast,5,100,37,32,"2, 4, 8",4.1,90,,
1632,MN-BR-01,Southwest,50,70,20,15,,7.9,10,Log,
1633,MN-BR-01,Southwest,45,90,32,27,"5, 6",13.4,50,,
1634,MN-BR-01,Southwest,40,90,18,13,,1.6,80,,
1635,MN-BR-01,Southwest,35,100,24,19,"24, 31, 45",9.8,70,,
1636,MN-BR-01,Southwest,30,100,27,22,67,6.8,60,,
1637,MN-BR-01,Southwest,25,20,25,20,"8, 199",0.8,70,,
1638,MN-BR-01,Southwest,20,100,32,27,"3, 7",3.2,60,,
1639,MN-BR-01,Southwest,15,90,34,29,"12, 21, 22, 41",9.2,90,,
1640,MN-BR-01,Southwest,10,100,28,23,,13.8,60,,
1641,MN-BR-01,Southwest,5,90,32,27,"1, 4, 8, 9, 15, 16, 19",2.8,70,,
1642,MN-UR-01,North,10,100,45,40,"86, 192",3.8,100,,
1643,MN-UR-01,North,20,100,33,28,,1.1,100,,
1644,MN-UR-01,North,30,100,23,18,,2.6,100,,
1645,MN-UR-01,North,40,100,28,23,,2.3,90,,
1646,MN-UR-01,North,50,100,41,36,,1.2,100,,
1647,MN-UR-01,East,10,80,21,16,,1.7,100,,
1648,MN-UR-01,East,20,70,34,29,"3, 82, 110",14.6,60,Creek,
1649,MN-UR-01,East,30,100,25,20,,5.5,100,,
1650,MN-UR-01,East,40,100,39,34,9,3.2,100,,
1651,MN-UR-01,East,50,100,28,23,"11, 12, 21, 26, 94, 95, 99, 169, 170, 171, 187, 188",0.2,90,,
1652,MN-UR-01,South,10,90,29,24,55,0.2,100,,
1653,MN-UR-01,South,20,100,39,34,198,0.6,90,,
1654,MN-UR-01,South,30,100,62,57,"187, 192",1.2,100,,
1655,MN-UR-01,South,40,100,28,23,,13.3,40,,
1656,MN-UR-01,South,50,60,40,35,"1, 2, 132, 141, 147",1.3,90,,
1657,MN-UR-01,West,10,90,33,28,"31, 79, 88",4.2,90,,
1658,MN-UR-01,West,20,80,18,13,7,5.2,100,,
1659,MN-UR-01,West,30,90,27,22,,3.7,100,,
1660,MN-UR-01,West,40,100,15,10,,21.8,100,,
1661,MN-UR-01,West,50,100,22,17,,2.5,100,,
1662,BF-BR-01,South,10,80,20,15,"13, 21",39.5,20,,
1663,BF-BR-01,South,20,50,25,20,"32, 55",27.8,40,,
1664,BF-BR-01,South,30,100,36,31,,4.6,100,,
1665,BF-BR-01,South,40,50,27,22,,13.6,80,,
1666,BF-BR-01,South,50,80,28,23,,9.7,90,,
1667,BF-BR-01,East,10,80,9,4,,1.3,100,Base of tree,
1668,BF-BR-01,East,20,100,27,22,,1.4,100,,
1669,BF-BR-01,East,30,90,19,14,,,0,Fallen Tree,
1670,BF-BR-01,East,40,100,29,24,,7.4,40,,
1671,BF-BR-01,East,50,90,13,8,,2.7,40,,
1672,BF-BR-01,North,10,90,25,20,,1.9,90,,
1673,BF-BR-01,North,20,80,10,5,,5.8,70,Log,
1674,BF-BR-01,North,30,90,16,11,,14.8,70,,
1675,BF-BR-01,North,40,100,30,25,,11.4,20,,
1676,BF-BR-01,North,50,100,21,16,,11.5,30,,
1677,BF-BR-01,West,10,100,50,45,,2.2,30,,
1678,BF-BR-01,West,20,100,23,18,"89, 114, 118",4.3,70,,
1679,BF-BR-01,West,30,30,11,6,,13.3,10,,
1680,BF-BR-01,West,40,40,24,19,,23.8,30,,
1681,BF-BR-01,West,50,100,23,18,28,1.7,80,,
1682,BF-UR-01,North,10,100,32,27,,0.8,90,,
1683,BF-UR-01,North,20,100,48,43,"110, 193, 199",1.6,100,,
1684,BF-UR-01,North,30,100,33,28,,3.2,90,,
1685,BF-UR-01,North,40,100,54,49,"28, 60, 67, 73, 76, 90",1.1,100,,
1686,BF-UR-01,North,50,100,64,59,169,7.3,100,,
1687,BF-UR-01,East,10,100,29,24,,3.1,100,,
1688,BF-UR-01,East,20,80,34,29,,0.7,100,,
1689,BF-UR-01,East,30,100,34,29,,1.7,90,,
1690,BF-UR-01,East,40,90,19,14,"37, 40",4,100,,
1691,BF-UR-01,East,50,100,37,32,"38, 40, 41, 43, 127, 174",3.3,100,,
1692,BF-UR-01,South,10,100,26,21,"27, 32",1.1,100,,
1693,BF-UR-01,South,20,100,33,28,"6, 57",3.9,100,,
1694,BF-UR-01,South,30,100,50,45,"12, 34",5.1,70,,
1695,BF-UR-01,South,40,100,37,32,114,5.4,100,,
1696,BF-UR-01,South,50,80,30,25,,1.6,80,,
1697,BF-UR-01,West,10,100,14,9,,1.1,100,,
1698,BF-UR-01,West,20,100,32,27,94,4,100,,
1699,BF-UR-01,West,30,100,52,47,,6.1,90,,
1700,BF-UR-01,West,40,100,51,46,"19, 25, 37",5.6,90,,
1701,BF-UR-01,West,50,80,44,39,57,4.5,90,Log,
1702,BFEH2_s1,North,10,80,27,22,,3.3,80,,
1703,BFEH2_s1,North,20,50,32,27,,7.3,40,,
1704,BFEH2_s1,North,30,90,37,32,,4.9,90,,
1705,BFEH2_s1,North,40,100,37,32,,8.6,30,,
1706,BFEH2_s1,North,50,10,7,2,,38.9,20,,
1707,BFEH2_s1,East,10,90,15,10,3,5.2,50,,
1708,BFEH2_s1,East,20,100,23,18,,3.8,80,,
1709,BFEH2_s1,East,30,90,14,9,,4.7,100,,
1710,BFEH2_s1,East,40,70,21,16,,4.2,100,Base of tree,
1711,BFEH2_s1,East,50,80,17,12,4,5.1,90,,
1712,BFEH2_s1,South,5,100,27,22,,30.6,60,Stream,
1713,BFEH2_s1,South,10,100,20,15,"32, 33, 35, 50, 60",4.7,90,,
1714,BFEH2_s1,South,15,100,21,16,,5.6,90,,
1715,BFEH2_s1,South,20,100,23,18,,5,90,,
1716,BFEH2_s1,South,25,90,15,10,,16.3,80,Base of tree,
1717,BFEH2_s1,West,10,100,23,18,,2.7,70,,
1718,BFEH2_s1,West,20,90,22,17,,17.8,100,,
1719,BFEH2_s1,West,30,90,16,11,22,8.3,70,,
1720,BFEH2_s1,West,40,100,24,19,,3.4,90,,
1721,BFEH2_s1,West,50,90,20,15,,2.1,70,,
1722,BF-UR-EH2,North,10,100,31,26,144,3.2,90,,
1723,BF-UR-EH2,North,20,100,37,32,4,0.2,100,Base of tree,
1724,BF-UR-EH2,North,30,90,35,30,76,2.1,100,Log,
1725,BF-UR-EH2,North,40,100,23,18,185,1.3,100,,
1726,BF-UR-EH2,North,50,100,26,21,"58, 77, 91, 92",1.1,90,,
1727,BF-UR-EH2,East,10,100,23,18,"6, 18",2,100,,
1728,BF-UR-EH2,East,20,100,20,15,"58, 60",7.5,100,,
1729,BF-UR-EH2,East,30,90,30,25,7,0.2,90,,
1730,BF-UR-EH2,East,40,100,38,33,119,0.7,100,,
1731,BF-UR-EH2,East,50,100,31,26,163,2.4,90,,
1732,BF-UR-EH2,South,5,100,35,30,"10, 32, 42",3.1,90,,
1733,BF-UR-EH2,South,10,100,29,24,"13, 14",0.2,100,,
1734,BF-UR-EH2,South,15,100,34,29,,6.6,90,,
1735,BF-UR-EH2,South,20,100,33,28,,0.6,90,,
1736,BF-UR-EH2,South,25,100,36,31,,6.6,100,,
1737,BF-UR-EH2,West,10,100,22,17,,0.6,100,,
1738,BF-UR-EH2,West,20,100,34,29,,2.7,90,,
1739,BF-UR-EH2,West,30,100,30,25,"5, 118",7.4,100,,
1740,BF-UR-EH2,West,40,100,19,14,,1.5,100,,
1741,BF-UR-EH2,West,50,100,37,32,"12, 50",5,100,,
1742,BFEH3_s1,North,10,90,16,11,,14.8,50,Base of tree,
1743,BFEH3_s1,North,20,80,26,21,,9.1,80,,
1744,BFEH3_s1,North,30,90,19,14,,21.2,70,,
1745,BFEH3_s1,North,40,100,20,15,,20.2,60,,
1746,BFEH3_s1,North,50,90,29,24,,11.1,90,Base of tree,
1747,BFEH3_s1,East,10,90,35,30,,5.7,60,,
1748,BFEH3_s1,East,20,40,23,18,,22.8,40,,
1749,BFEH3_s1,East,30,90,29,24,,11.8,60,,
1750,BFEH3_s1,East,40,70,21,16,,9.3,50,Base of tree,
1751,BFEH3_s1,East,50,40,21,16,,25.6,70,,
1752,BFEH3_s1,South,5,90,27,22,,19.8,70,,
1753,BFEH3_s1,South,10,30,22,17,,14.1,100,,
1754,BFEH3_s1,South,15,90,22,17,7,19.3,10,,
1755,BFEH3_s1,South,20,30,28,23,"19, 20, 23, 25, 27, 50, 75",,0,,
1756,BFEH3_s1,South,25,80,25,20,,15,60,,
1757,BFEH3_s1,West,10,50,17,12,,13.8,30,,
1758,BFEH3_s1,West,20,20,19,14,,7.3,50,Log,
1759,BFEH3_s1,West,30,90,24,19,"6, 10, 13",12.3,50,,
1760,BFEH3_s1,West,40,100,49,44,,8.9,10,Fallen Tree,
1761,BFEH3_s1,West,50,20,14,9,,30.5,10,,
1762,BF-UR-03,North,10,100,37,32,37,4.1,90,,
1763,BF-UR-03,North,20,80,35,30,,18.8,100,,
1764,BF-UR-03,North,30,50,24,19,"3, 17, 24",20.8,100,,
1765,BF-UR-03,North,40,100,31,26,,9.7,100,,
1766,BF-UR-03,North,50,100,43,38,122,2.3,80,,
1767,BF-UR-03,East,10,100,29,24,"102, 103",14.2,100,,
1768,BF-UR-03,East,20,80,28,23,,0.6,60,,
1769,BF-UR-03,East,30,100,35,30,"182, 183",1.7,70,Dead Tree,
1770,BF-UR-03,East,40,100,42,37,11,1.1,100,,
1771,BF-UR-03,East,50,100,31,26,,1.9,100,,
1772,BF-UR-03,South,5,100,31,26,,0.6,100,,
1773,BF-UR-03,South,10,70,28,23,8,19.7,100,Rocks,
1774,BF-UR-03,South,15,100,26,21,,3.3,100,,
1775,BF-UR-03,South,20,70,38,33,137,7.8,100,Base of tree,
1776,BF-UR-03,South,25,80,25,20,45,2.2,90,,
1777,BF-UR-03,West,10,100,48,43,"71, 185, 187, 188",1.3,100,,
1778,BF-UR-03,West,20,80,30,25,,2.8,100,,
1779,BF-UR-03,West,30,90,26,21,,4.3,100,,
1780,BF-UR-03,West,40,100,23,18,73,3,90,,
1781,BF-UR-03,West,50,90,20,15,,3.4,100,,
1782,GG-BR-01,North,10,90,15,10,,,0,,
1783,GG-BR-01,North,20,80,15,10,4,9.4,90,,
1784,GG-BR-01,North,30,80,22,17,,26.1,30,,
1785,GG-BR-01,North,40,30,9,4,,25.4,10,,
1786,GG-BR-01,North,50,40,22,17,,24,10,,
1787,GG-BR-01,East,10,90,17,12,,9.7,100,,
1788,GG-BR-01,East,20,100,26,21,,4.5,100,,
1789,GG-BR-01,East,30,90,30,25,,10.6,90,,
1790,GG-BR-01,East,40,80,22,17,,5,90,,
1791,GG-BR-01,East,50,90,17,12,,10.5,80,,
1792,GG-BR-01,South,10,80,26,21,,4.2,90,,
1793,GG-BR-01,South,20,100,34,29,,7,50,,
1794,GG-BR-01,South,30,30,18,13,,12.7,40,,
1795,GG-BR-01,South,40,100,33,28,,2.8,100,,
1796,GG-BR-01,South,50,70,21,16,,14.6,80,,
1797,GG-BR-01,West,10,80,20,15,,5.1,30,,
1798,GG-BR-01,West,20,90,20,15,24,7.7,50,,
1799,GG-BR-01,West,30,80,19,14,,26.1,40,,
1800,GG-BR-01,West,40,70,17,12,,8.9,50,Rocks,
1801,GG-BR-01,West,50,50,38,33,,8.1,50,,
1802,GG-UR-01,North,10,90,41,36,150,10.4,90,,
1803,GG-UR-01,North,20,100,25,20,"9, 181, 189",0.8,100,,
1804,GG-UR-01,North,30,90,21,16,"122, 140, 142",1.6,100,,
1805,GG-UR-01,North,40,100,24,19,,0.2,100,,
1806,GG-UR-01,North,50,100,35,30,"21, 27, 37, 38, 46, 62, 66",1,100,,
1807,GG-UR-01,East,10,100,40,35,"85, 86",8.1,100,,
1808,GG-UR-01,East,20,100,39,34,,11.2,100,,
1809,GG-UR-01,East,30,100,30,25,"5, 14, 16, 19, 21, 23, 27, 144",11,100,,
1810,GG-UR-01,East,40,100,70,65,"19, 20, 21, 22, 23, 24, 32",8.8,90,,
1811,GG-UR-01,East,50,100,27,22,,2.1,100,,
1812,GG-UR-01,South,10,100,47,42,53,2.2,100,,
1813,GG-UR-01,South,20,100,28,23,,2,100,,
1814,GG-UR-01,South,30,100,36,31,,3.1,100,,
1815,GG-UR-01,South,40,100,30,25,110,2.3,80,,
1816,GG-UR-01,South,50,90,40,35,"3, 4, 10",9.5,100,,
1817,GG-UR-01,West,10,100,25,20,"1, 179",1.7,100,,
1818,GG-UR-01,West,20,90,43,38,"166, 176, 181",0.7,100,,
1819,GG-UR-01,West,30,100,29,24,"13, 15, 42, 65, 172, 195",4.4,90,,
1820,GG-UR-01,West,40,100,28,23,,3.6,100,,
1821,GG-UR-01,West,50,100,33,28,,5.5,100,,
1822,GG-BR-02,North,10,100,40,35,,8.2,100,,
1823,GG-BR-02,North,20,90,38,33,,5.8,100,,
1824,GG-BR-02,North,30,90,20,15,"1, 12",11.6,20,,
1825,GG-BR-02,North,40,100,24,19,,23.2,10,,
1826,GG-BR-02,North,50,90,33,28,,3.5,70,,
1827,GG-BR-02,East,10,100,35,30,"11, 31",19.5,90,,
1828,GG-BR-02,East,20,90,24,19,,5.1,90,,
1829,GG-BR-02,East,30,40,17,12,,5.8,10,,
1830,GG-BR-02,East,40,70,24,19,,16.8,50,,
1831,GG-BR-02,East,50,100,24,19,,9,20,,
1832,GG-BR-02,South,10,100,32,27,,14.8,10,,
1833,GG-BR-02,South,20,30,16,11,,15.8,10,Log,
1834,GG-BR-02,South,30,70,35,30,,13.4,30,Log,
1835,GG-BR-02,South,40,100,51,46,,,0,Base of Tree,
1836,GG-BR-02,South,50,90,33,28,"8, 9",3.9,30,,
1837,GG-BR-02,West,10,80,15,10,,8.8,80,,
1838,GG-BR-02,West,20,90,31,26,,8.5,50,Log,
1839,GG-BR-02,West,30,90,26,21,,2.8,80,,
1840,GG-BR-02,West,40,80,29,24,,11.5,100,,
1841,GG-BR-02,West,50,60,22,17,,2,90,,
1842,GG-UR-02,North,10,80,32,27,,0.7,90,,
1843,GG-UR-02,North,20,90,29,24,,1.9,100,,
1844,GG-UR-02,North,30,100,53,48,16,2.3,100,,
1845,GG-UR-02,North,40,70,54,49,167,1,100,Log,
1846,GG-UR-02,North,50,100,30,25,"1, 2, 3",2.5,100,,
1847,GG-UR-02,East,10,100,35,30,"38, 39",0.2,50,,
1848,GG-UR-02,East,20,80,35,30,"169, 175, 189",0.2,100,,
1849,GG-UR-02,East,30,100,45,40,"40, 133, 167, 170, 175",2.6,90,,
1850,GG-UR-02,East,40,100,50,45,172,0.8,100,,
1851,GG-UR-02,East,50,100,37,32,23,1.1,70,,
1852,GG-UR-02,South,10,100,39,34,"18, 26, 135, 187, 189",2.4,100,,
1853,GG-UR-02,South,20,90,41,36,"5, 180",0.2,100,,
1854,GG-UR-02,South,30,100,37,32,113,1.3,100,,
1855,GG-UR-02,South,40,100,34,29,"48, 93, 96, 110, 112, 184, 190",0.2,90,,
1856,GG-UR-02,South,50,100,31,26,,4,80,,
1857,GG-UR-02,West,10,90,32,27,,5.9,90,,
1858,GG-UR-02,West,20,100,44,39,"28, 29, 33, 38, 41, 64",1.7,90,,
1859,GG-UR-02,West,30,100,39,34,,6.2,90,,
1860,GG-UR-02,West,40,100,49,44,,4.9,100,,
1861,GG-UR-02,West,50,100,41,36,,1.3,100,Base of Tree,
1862,GG-BR-03,North,10,90,27,22,,8.5,90,,
1863,GG-BR-03,North,20,90,22,17,,34,40,,
1864,GG-BR-03,North,30,100,25,20,,16.3,10,,
1865,GG-BR-03,North,40,80,21,16,,8.4,80,,
1866,GG-BR-03,North,50,90,25,20,,28.5,40,,
1867,GG-BR-03,East,10,100,27,22,,6.9,100,,
1868,GG-BR-03,East,20,100,28,23,,12.1,60,,
1869,GG-BR-03,East,30,100,19,14,,7.3,80,,
1870,GG-BR-03,East,40,90,20,15,12,8.8,10,,
1871,GG-BR-03,East,50,90,28,23,,34.5,10,,
1872,GG-BR-03,South,10,60,8,3,"33, 85",37.8,40,Log,
1873,GG-BR-03,South,20,90,16,11,,35.1,50,,
1874,GG-BR-03,South,30,60,15,10,,22.8,50,,
1875,GG-BR-03,South,40,90,22,17,,11.9,70,,
1876,GG-BR-03,South,50,100,18,13,11,12.3,70,,
1877,GG-BR-03,West,10,100,14,9,,11.8,50,,
1878,GG-BR-03,West,20,90,26,21,,,0,,
1879,GG-BR-03,West,30,100,29,24,,7.8,20,,
1880,GG-BR-03,West,40,100,22,17,,,0,,
1881,GG-BR-03,West,50,30,28,23,,27.8,10,Log,
1882,GG-UR-03,North,10,100,40,35,115,0.8,100,,
1883,GG-UR-03,North,20,100,37,32,"23, 37",13.8,100,,
1884,GG-UR-03,North,30,100,38,33,,1.7,50,,
1885,GG-UR-03,North,40,100,36,31,70,1.1,70,,
1886,GG-UR-03,North,50,100,56,51,"44, 56, 59, 139, 195",0.2,100,,
1887,GG-UR-03,East,10,100,41,36,"47, 184",0.2,100,,
1888,GG-UR-03,East,20,100,25,20,"32, 33, 79",5.2,100,,
1889,GG-UR-03,East,30,100,40,35,,1.2,100,,
1890,GG-UR-03,East,40,100,32,27,54,2.3,100,,
1891,GG-UR-03,East,50,100,44,39,,2.7,100,,
1892,GG-UR-03,South,10,100,49,44,,3.8,70,,
1893,GG-UR-03,South,20,100,38,33,,3.4,90,,
1894,GG-UR-03,South,30,100,29,24,,1.7,100,,
1895,GG-UR-03,South,40,90,17,12,,4.9,80,,
1896,GG-UR-03,South,50,100,33,28,14,0.8,100,,
1897,GG-UR-03,West,10,100,37,32,85,10.8,50,,
1898,GG-UR-03,West,20,100,45,40,61,14.2,90,,
1899,GG-UR-03,West,30,100,34,29,,0.7,100,,
1900,GG-UR-03,West,40,80,36,31,,16.8,90,,
1901,GG-UR-03,West,50,100,32,27,"38, 193, 195, 199",6.4,100,,
1902,GG-BR-04,North,10,40,20,15,4,15,20,,
1903,GG-BR-04,North,20,90,30,25,8,8.5,70,,
1904,GG-BR-04,North,30,90,25,20,"2, 5",11.3,40,,
1905,GG-BR-04,North,40,50,17,12,"3, 5, 6, 7, 8, 9, 16",7.4,60,,
1906,GG-BR-04,North,50,80,24,19,"2, 4, 10, 11, 12",3.6,90,,
1907,GG-BR-04,East,10,30,20,15,,17.2,80,,
1908,GG-BR-04,East,20,90,18,13,"16, 22",16.8,100,,
1909,GG-BR-04,East,30,60,20,15,,16.8,80,,
1910,GG-BR-04,East,40,90,24,19,"12, 19",9.1,90,,
1911,GG-BR-04,East,50,80,19,14,"11, 12, 145, 170, 178",2,90,,
1912,GG-BR-04,South,10,90,31,26,"21, 24",35.6,30,,
1913,GG-BR-04,South,20,80,30,25,"21, 22",14.4,50,,
1914,GG-BR-04,South,30,100,26,21,,16,100,,
1915,GG-BR-04,South,40,100,29,24,"1, 8, 39",17.2,90,,
1916,GG-BR-04,South,50,90,25,20,"2, 4, 15, 16, 17, 18, 19, 21, 25, 29, 34",14.4,30,,
1917,GG-BR-04,West,10,100,39,34,,30.3,30,,
1918,GG-BR-04,West,20,80,23,18,4,30.8,50,,
1919,GG-BR-04,West,30,100,20,15,"9, 18, 19, 20, 35",36,70,,
1920,GG-BR-04,West,40,70,41,36,"1, 4, 7, 14, 23",31.8,80,,
1921,GG-BR-04,West,50,70,33,28,"1, 4, 6, 12, 13, 14, 17, 21",,0,,
1922,GG-UR-04,North,10,100,46,41,,11.5,90,,
1923,GG-UR-04,North,20,100,52,47,,6.9,100,,
1924,GG-UR-04,North,30,100,35,30,172,5.1,80,,
1925,GG-UR-04,North,40,100,44,39,"23, 42, 51",6.9,90,,
1926,GG-UR-04,North,50,100,44,39,,2.4,100,,
1927,GG-UR-04,East,10,100,49,44,,5.6,100,,
1928,GG-UR-04,East,20,90,46,41,"6, 19, 23, 24",0.7,100,,
1929,GG-UR-04,East,30,90,40,35,"23, 24, 25, 56, 74",6,100,Log,
1930,GG-UR-04,East,40,100,38,33,,1.8,100,,
1931,GG-UR-04,East,50,90,18,13,"118, 124",0.6,10,,
1932,GG-UR-04,South,10,100,54,49,,10.8,80,,
1933,GG-UR-04,South,20,100,35,30,"11, 17",3.3,80,,
1934,GG-UR-04,South,30,100,39,34,,4.3,100,,
1935,GG-UR-04,South,40,100,27,22,86,9.8,90,,
1936,GG-UR-04,South,50,100,34,29,,1,100,,
1937,GG-UR-04,West,10,100,31,26,,2.7,100,,
1938,GG-UR-04,West,20,100,30,25,,11.1,90,,
1939,GG-UR-04,West,30,100,64,59,55,4.1,100,,
1940,GG-UR-04,West,40,100,34,29,"8, 90, 91, 150, 199",13.4,50,,
1941,GG-UR-04,West,50,90,37,32,,7,100,,
1942,MP-BS-01,North,10,90,16,11,"21, 22",25.9,20,,
1943,MP-BS-01,North,20,70,29,24,"1, 2, 3, 4, 7, 10, 11, 16, 28",20.4,10,,
1944,MP-BS-01,North,30,90,26,21,45,,0,,
1945,MP-BS-01,North,40,80,26,21,"1, 7, 30, 38, 42, 45, 134, 147",,0,,
1946,MP-BS-01,North,50,70,23,18,"1, 3, 5, 14",,0,,
1947,MP-BS-01,East,10,70,24,19,"4, 5, 6, 10, 15, 16",5.5,40,,
1948,MP-BS-01,East,20,90,18,13,"9, 10, 27, 31, 62",19.5,80,,
1949,MP-BS-01,East,30,60,18,13,"1, 2, 3, 4, 5, 9",20.4,60,,
1950,MP-BS-01,East,40,70,37,32,"1, 2, 3, 6, 7, 11, 14, 17, 35, 40",18.5,50,,
1951,MP-BS-01,East,50,100,26,21,"1, 2, 45, 48, 52, 54, 31, 69",20.4,20,,
1952,MP-BS-01,South,10,80,17,12,"16, 20, 30",24.1,10,,
1953,MP-BS-01,South,20,90,16,11,"5, 6, 37, 40",,0,,
1954,MP-BS-01,South,30,80,23,18,"1, 2, 3, 10, 16, 31, 39",2.4,70,,
1955,MP-BS-01,South,40,80,17,12,"3, 10, 11, 12, 13, 14, 22, 27, 36",12.9,10,,
1956,MP-BS-01,South,50,50,19,14,8,21.4,20,,
1957,MP-BS-01,West,10,60,18,13,"3, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 21, 26, 28, 30",11.8,10,,
1958,MP-BS-01,West,20,70,15,10,"7, 13, 14, 15, 16, 17, 18, 19, 20, 30, 39, 47, 48",11.8,10,,
1959,MP-BS-01,West,30,40,13,8,"1, 2, 53",24.8,30,,
1960,MP-BS-01,West,40,10,15,10,"11, 12, 15, 17, 21, 27, 45, 54, 71, 75",20.8,30,,
1961,MP-BS-01,West,50,40,15,10,"1, 2, 5, 16, 21, 22, 29, 31, 35, 53",23.7,10,,
1962,MP-US-01,North,10,100,25,20,23,5.5,70,,HT
1963,MP-US-01,North,20,100,34,29,2,8.8,80,,HT
1964,MP-US-01,North,30,60,13,8,,,0,,HT
1965,MP-US-01,North,40,90,27,22,,7.8,80,,HT
1966,MP-US-01,North,50,90,32,27,,,0,,HT
1967,MP-US-01,East,10,90,38,33,39,5.8,30,,HT
1968,MP-US-01,East,20,100,52,47,2,2.4,50,,HT
1969,MP-US-01,East,30,90,45,40,,11.8,30,,HT
1970,MP-US-01,East,40,70,9,4,"2, 10, 23",,0,Dry Creekbed,HT
1971,MP-US-01,East,50,20,7,2,"1, 2, 3, 4, 7, 14, 19",9.7,70,,HT
1972,MP-US-01,South,10,100,45,40,"20, 28, 52",21.8,80,,HT
1973,MP-US-01,South,20,100,45,40,,7.1,80,,HT
1974,MP-US-01,South,30,30,32,27,,18.8,80,Dry Creekbed,HT
1975,MP-US-01,South,40,100,65,60,,2.2,80,,HT
1976,MP-US-01,South,50,100,74,69,9,,0,,HT
1977,MP-US-01,West,10,100,48,43,3,4.2,40,,HT
1978,MP-US-01,West,20,100,14,9,3,10.8,20,,HT
1979,MP-US-01,West,30,90,41,36,45,,0,,HT
1980,MP-US-01,West,40,80,34,29,,6.8,10,,HT
1981,MP-US-01,West,50,100,17,12,,9.3,80,,HT
1982,MP-BS-02,North,10,80,17,12,"1, 2, 3, 4, 5, 9",9.2,70,,
1983,MP-BS-02,North,20,50,19,14,"1, 2, 7",23.9,40,,
1984,MP-BS-02,North,30,100,25,20,"6, 7, 8, 13, 69, 70, 85, 106, 154, 160, 174",17.3,10,,
1985,MP-BS-02,North,40,20,17,12,,24.2,40,,
1986,MP-BS-02,North,50,70,13,8,"1, 7, 9, 10",19.6,20,,
1987,MP-BS-02,East,10,60,22,17,"1, 2, 5, 8, 9, 20",8.7,60,,
1988,MP-BS-02,East,20,40,23,18,"2, 10, 11, 19, 20",9.2,30,,
1989,MP-BS-02,East,30,80,14,9,"1, 4, 5, 7, 14, 70",24.6,50,,
1990,MP-BS-02,East,40,40,17,12,"1, 2, 45, 13",,0,,
1991,MP-BS-02,East,50,40,15,10,"1, 2, 3, 38, 43, 46, 50, 59",21.1,10,,
1992,MP-BS-02,South,10,50,25,20,"2, 3, 29",16,30,,
1993,MP-BS-02,South,20,70,24,19,"1, 4, 5, 10",18.7,50,,
1994,MP-BS-02,South,30,60,27,22,"1, 2, 9, 10, 14, 35",8.3,70,,
1995,MP-BS-02,South,40,80,22,17,"1, 3, 15, 33, 48",18.4,70,,
1996,MP-BS-02,South,50,90,20,15,"4, 5, 8, 12, 18, 20, 34, 39, 45, 60",22.7,40,,
1997,MP-BS-02,West,10,70,16,11,"1, 3, 4, 5, 7, 11, 13, 32, 35",22.8,50,,
1998,MP-BS-02,West,20,70,16,11,"1, 2, 15, 16, 31, 48, 49, 92, 96, 106",25.1,40,,
1999,MP-BS-02,West,30,80,28,23,"6, 7, 29",28.8,40,,
2000,MP-BS-02,West,40,50,18,13,"2, 4, 9, 15, 18, 36",28.9,50,,
